,a,b,a_count,b_count,ab_count,pmi
9024,raspberry,strawberry,830,1251,119,2.5323074861587056
28238,banana,strawberry,1280,1251,183,2.5294804897655783
22649,veal,white_bread,121,435,6,2.526931096847361
39744,bone_oil,celery,10,4391,5,2.5258487531830682
34638,celery,octopus,4391,10,5,2.5258487531830682
2828,chicken_broth,leek,3299,357,134,2.5250375512474217
27921,avocado,wasabi,800,55,5,2.5238012038384334
52803,artichoke,feta_cheese,414,659,31,2.5237059004620557
10175,grape,peach,380,533,23,2.523109743347605
36890,beef_broth,caraway,656,215,16,2.5220981094727604
43984,mushroom,porcini,4205,61,29,2.5187005977108456
4898,apricot,pistachio,593,209,14,2.5178368829574533
12668,lemon_juice,lemon_peel,5021,808,458,2.517230933863115
45431,lamb,savory,343,155,6,2.5169121094475995
51718,cheese,quince,4029,11,5,2.516577358749114
40667,bay,veal,1319,121,18,2.5162602638868403
9492,black_tea,ginger,34,2613,10,2.514278507162003
44530,cherry,mandarin,1088,335,41,2.513653311768085
22778,swiss_cheese,wheat_bread,703,114,9,2.51197744143579
52991,ham,provolone_cheese,1459,196,32,2.508422899351155
18302,anise_seed,lemon_peel,67,808,6,2.4988129956207246
53216,celery,sage,4391,1147,558,2.4984497789949542
47771,malt,yogurt,40,1129,5,2.4977790984752333
42821,leek,saffron,357,127,5,2.493823248500601
19588,catfish,tabasco_pepper,89,1229,12,2.4886223747945566
19792,rice,sesame_oil,2766,356,108,2.4883511883522167
39098,mandarin,melon,335,164,6,2.484070713883521
40664,bone_oil,parsley,10,5499,6,2.4831610440309255
45134,lemon_juice,sumac,5021,11,6,2.47878800469971
13941,peanut_butter,wheat_bread,1050,114,13,2.4785136702202033
19342,chervil,dill,36,1280,5,2.4776118213690586
26824,rose,yogurt,49,1129,6,2.4771598112724975
46145,mace,orange_peel,115,562,7,2.4757843751031032
18226,chickpea,turmeric,417,930,42,2.4757070146419964
26012,oregano,rosemary,4019,2360,1027,2.4755001217644326
51215,cured_pork,rosemary,325,2360,83,2.4749067317519358
46738,lime,watermelon,1000,102,11,2.4714753848366935
11857,pork,thai_pepper,1731,43,8,2.468095075114795
39307,celery_oil,horseradish,1064,464,53,2.466924895729008
35993,shallot,veal,616,121,8,2.466712236854306
17897,cocoa,peanut_butter,4420,1050,498,2.4664678631060712
45105,lime_peel_oil,peach,105,533,6,2.465585899209418
26273,meat,turkey,990,1050,111,2.4615880193368604
8658,salmon,tarragon,474,415,21,2.4613448001023794
53170,melon,pineapple,164,1886,33,2.46073587475361
40208,lovage,tabasco_pepper,168,1229,22,2.459430568693753
22855,leek,lima_bean,357,158,6,2.45773685872618
6928,scallop,shallot,168,616,11,2.456992534166323
35446,lovage,smoked_sausage,168,336,6,2.456992534166323
5292,fennel,provolone_cheese,866,196,18,2.4546803944079434
43728,crab,lobster,618,107,7,2.4529010614404476
21654,mandarin,orange_juice,335,1806,64,2.452191021862406
14256,cured_pork,pork_sausage,325,1631,56,2.450886110089129
45932,peach,pear,533,374,21,2.4480534204477777
46209,bay,chervil,1319,36,5,2.447598025565407
42286,chive,parsley,1343,5499,777,2.446765821641326
35669,gelatin,popcorn,1689,130,23,2.4423760529704985
24635,carrot,lentil,3558,247,92,2.441754576500014
8674,honey,whole_grain_wheat_flour,2454,981,252,2.4416902069799344
14880,scallion,thai_pepper,3333,43,15,2.441530211405639
22246,sage,shiitake,1147,125,15,2.4411395509752696
17580,chickpea,cumin,417,3232,141,2.441125453243112
49454,bay,turnip,1319,174,24,2.440677582720833
33435,cabbage,tomato_juice,887,248,23,2.440528691759319
45565,avocado,black_bean,800,527,44,2.4386855620137027
8338,apple,juniper_berry,2522,19,5,2.438499621047526
42677,kale,pork_sausage,100,1631,17,2.437402759751842
40682,chickpea,coriander,417,1129,49,2.4359547164668944
53056,cabbage,smoked_sausage,887,336,31,2.4353392665170936
42488,frankfurter,pork,50,1731,9,2.4350552210365954
17018,mango,melon,352,164,6,2.4345700701104906
32277,nectarine,raspberry,58,830,5,2.433877405401769
26304,sage,turkey,1147,1050,125,2.4331713813260927
1256,caraway,cardamom,215,269,6,2.432718265803284
31184,currant,plum,206,234,5,2.4325488325915487
13812,lime,melon,1000,164,17,2.431899841554612
39092,grapefruit,lettuce,110,1142,13,2.430240805757896
15684,coffee,hazelnut,640,302,20,2.430145284130135
31378,maple_syrup,soybean,535,452,25,2.4292351024446943
45394,coconut_oil,cumin,18,3232,6,2.4268394959956354
52831,basil,rosemary,4637,2360,1128,2.4262698539516188
2800,feta_cheese,radish,659,162,11,2.4258836073682106
4787,cured_pork,olive,325,2001,67,2.4257733067822262
32742,oyster,soy_sauce,184,1794,34,2.4255299286931655
13859,roasted_pork,sage,127,1147,15,2.425266201818979
32408,cocoa,hazelnut,4420,302,137,2.4219671376862424
38865,pineapple,tangerine,1886,31,6,2.421867005854237
40933,fish,lovage,1045,168,18,2.4209438183987255
22820,cheddar_cheese,potato_chip,4371,94,42,2.417935945454781
8278,sage,white_bread,1147,435,51,2.417882688811002
45420,macadamia_nut,pineapple,109,1886,21,2.4172692966056077
13445,grape_juice,nectarine,844,58,5,2.4171506115964547
3012,bay,crab,1319,618,83,2.414031201926324
18245,cauliflower,saffron,387,127,5,2.413134337250458
49729,malt,tabasco_pepper,40,1229,5,2.4129105530588606
2247,provolone_cheese,swiss_cheese,196,703,14,2.4118939828788077
50338,sour_cherry,starch,44,2461,11,2.4116907927937845
32744,cabbage,kale,887,100,9,2.4105176133432797
48705,mussel,turmeric,53,930,5,2.410269617039408
5380,melon,orange_juice,164,1806,30,2.4087694241657576
9470,dill,radish,1280,162,21,2.4086189498821073
4133,cherry,pistachio,1088,209,23,2.407371740853182
15600,lemon,prawn,3090,16,5,2.407231024607259
10498,asparagus,tarragon,453,415,19,2.4065765377574393
26300,chive,sour_milk,1343,59,8,2.40555110555561
5130,cilantro,lime_peel_oil,1981,105,21,2.40551324517208
39430,beet,shallot,177,616,11,2.4048067809957527
8283,wheat_bread,white_bread,114,435,5,2.404201637255652
9136,peanut_oil,scallion,125,3333,42,2.4040360069780586
11663,mandarin,orange,335,1630,55,2.403175563911328
49300,bay,beef_broth,1319,656,87,2.401426381297911
36546,cranberry,orange,1032,1630,169,2.4006176793854888
2349,coriander,lentil,1129,247,28,2.400036813702296
38682,banana,pineapple,1280,1886,242,2.3984171103543517
44519,chicory,shallot,81,616,5,2.398049998532873
26907,crab,tabasco_pepper,618,1229,76,2.3965969775673366
43748,grapefruit,lime,110,1000,11,2.3959678323285485
8663,lettuce,wheat_bread,1142,114,13,2.394522723155817
4041,fig,mint,107,749,8,2.3941819280054415
21779,bean,frankfurter,2204,50,11,2.3941513014021503
27846,chicory,fennel,81,866,7,2.3938842901251705
2814,fig,orange_peel,107,562,6,2.393736989177189
50706,cocoa,sour_milk,4420,59,26,2.39297232334875
17005,rice,saffron,2766,127,35,2.39231166711085
23424,artichoke,parmesan_cheese,414,3869,159,2.388595077999135
18711,apple,roasted_meat,2522,20,5,2.3872063266599755
7656,crab,okra,618,98,6,2.3866117374045235
22818,grape,pineapple,380,1886,71,2.3866033654322125
6901,fig,honey,107,2454,26,2.3861012825934504
2323,artichoke,olive,414,2001,82,2.3857591431599365
37541,asparagus,leek,453,357,16,2.3852690192818393
17417,macaroni,romano_cheese,3765,308,114,2.3789037294916584
5057,orange_peel,saffron,562,127,7,2.376529417007762
35497,cinnamon,nutmeg,5935,2784,1620,2.3762233040330822
12776,celery_oil,mustard,1064,4012,418,2.3749538178460714
49427,beef,frankfurter,5925,50,29,2.374645062859727
41370,cereal,honey,296,2454,71,2.3731540017511294
41506,cereal,raisin,296,2005,58,2.3729924207864204
29083,black_tea,orange_juice,34,1806,6,2.3728374149396942
40870,cumin,red_kidney_bean,3232,76,24,2.3727722747253597
50117,cilantro,cumin,1981,3232,625,2.371846387701596
16811,cabbage,carrot,887,3558,308,2.3716091367429457
33304,macaroni,parmesan_cheese,3765,3869,1421,2.371169837467325
29878,mozzarella_cheese,parmesan_cheese,1935,3869,730,2.3707387782827727
23360,parsnip,squash,131,627,8,2.369605882150495
34584,chicken_broth,endive,3299,81,26,2.368580916425193
3348,black_bean,cayenne,527,8036,412,2.36844427917807
14504,citrus,nutmeg,96,2784,26,2.368412529404067
35223,mint,yogurt,749,1129,82,2.3652009039021027
31250,bay,thyme,1319,3523,450,2.3638584560105445
15864,chickpea,fenugreek,417,769,31,2.362118217485432
45898,anise,fennel,227,866,19,2.3619122574273335
37517,kiwi,orange,121,1630,19,2.3586213440736223
7001,radish,scallion,162,3333,52,2.3583275093460347
12894,brown_rice,sage,435,1147,48,2.357258066994567
23391,grape_juice,shallot,844,616,50,2.3569317516034003
5939,fenugreek,mango,769,352,26,2.355682597222472
35422,cacao,gelatin,37,1689,6,2.3552578440807617
8920,black_bean,brown_rice,527,435,22,2.3548040780330006
26803,basil,oregano,4637,4019,1786,2.3534306869005137
48634,mango,sesame_oil,352,356,12,2.352652947642604
23584,kale,squash,100,627,6,2.351950946911774
1687,coriander,mango,1129,352,38,2.3511756242833575
10734,strawberry,yogurt,1251,1129,135,2.3507969081265876
9765,okra,thyme,98,3523,33,2.350780108759402
21841,bean,red_kidney_bean,2204,76,16,2.350134415985376
15152,horseradish,salmon,464,474,21,2.3497387681068225
49441,fennel,mozzarella_cheese,866,1935,160,2.3497345055122407
47739,blackberry,milk_fat,166,821,13,2.3487466639572965
43739,beet,tarragon,177,415,7,2.347790100555517
2562,beef_broth,smoked_sausage,656,336,21,2.347558693120861
5909,blue_cheese,lettuce,423,1142,46,2.347041031531593
32857,black_tea,lemon,34,3090,10,2.346606402790824
8106,corn_grit,tabasco_pepper,171,1229,20,2.3464208117900274
5801,gelatin,grape,1689,380,61,2.345118898949811
49284,macadamia_nut,tuna,109,483,5,2.344381580857115
28597,gelatin,raspberry,1689,830,133,2.343339714928041
26167,salmon,sesame_oil,474,356,16,2.3427588739974055
48090,black_pepper,lovage,10422,168,166,2.3426577777888555
27039,kohlrabi,pepper,6,10555,6,2.34195324402231
8265,cherry,gelatin,1088,1689,174,2.341375159295572
9015,pea,pimento,1196,318,36,2.3410378254700874
33347,fennel,porcini,866,61,5,2.3409873440030853
29872,bacon,brassica,2592,53,13,2.3407805907419807
29163,chickpea,feta_cheese,417,659,26,2.3405949860249047
15843,beef,tomato_juice,5925,248,139,2.3404174252671086
17676,lovage,tamarind,168,1888,30,2.3402682598581817
1291,lemon_peel,lime_peel_oil,808,105,8,2.337227337305948
13609,black_currant,vanilla,6,8846,5,2.3362659890825044
17231,lima_bean,smoked_sausage,158,336,5,2.3360399237486607
19017,anise,plum,227,234,5,2.335474983899727
46495,cauliflower,leek,387,357,13,2.335097086956847
43084,egg_noodle,mushroom,440,4205,174,2.334559204199905
1120,strawberry,watermelon,1251,102,12,2.334543530341549
9037,brown_rice,pimento,435,318,13,2.333860147897407
47853,beef,beef_broth,5925,656,365,2.3331088029398015
12882,bay,catfish,1319,89,11,2.3309379546536473
39206,cherry,currant,1088,206,21,2.3308580458226853
48929,fenugreek,pepper,769,10555,760,2.330180707797043
21997,black_tea,pineapple,34,1886,6,2.329493685723222
48878,pork_sausage,rye_bread,1631,118,18,2.329046735114217
49012,cilantro,radish,1981,162,30,2.3285522040359514
35577,liver,tamarind,34,1888,6,2.328433802211179
41201,crab,tamarind,618,1888,109,2.327894282370738
35556,celery_oil,tabasco_pepper,1064,1229,122,2.326582469570363
15696,oat,peanut_butter,1593,1050,156,2.3262444584926505
7516,mace,sweet_potato,115,561,6,2.3234146396468396
45321,papaya,strawberry,43,1251,5,2.322847490578358
53066,cranberry,mace,1032,115,11,2.3200174026983436
30321,meat,parsnip,990,131,12,2.3183125877629442
17736,blueberry,peach,670,533,33,2.317016629220355
11281,carrot,cauliflower,3558,387,127,2.31511672950776
50751,grape,lettuce,380,1142,40,2.3144800154822804
40130,cured_pork,oregano,325,4019,120,2.3111863703078384
13302,chicken_broth,chicken_liver,3299,33,10,2.311011064603715
25719,meat,veal,990,121,11,2.310707988377725
26839,mint,peppermint,749,131,9,2.3095964749225795
31705,pea,sesame_oil,1196,356,39,2.3082011850717703
18896,basil,cured_pork,4637,325,138,2.3079138227407374
27384,cilantro,corn_grit,1981,171,31,2.3072748055886665
48909,lamb,rosemary,343,2360,74,2.306225952323305
9678,cumin,lemongrass,3232,44,13,2.3062115082070207
13647,pear,plum,374,234,8,2.306172833212334
42876,cranberry,orange_peel,1032,562,53,2.305844321921654
30945,green_bell_pepper,smoked_sausage,3290,336,101,2.305674717423369
1518,horseradish,rye_bread,464,118,5,2.3051769400469113
32485,pea,wasabi,1196,55,6,2.303996553789738
37832,oat,raisin,1593,2005,291,2.3028578218255054
1417,chickpea,lima_bean,417,158,6,2.3023864187070178
35426,kidney_bean,lentil,623,247,14,2.3014306785045595
39258,okra,sweet_potato,98,561,5,2.301057732545563
49620,cocoa,peanut,4420,414,166,2.298535043764216
49411,mint,radish,749,162,11,2.297868158353498
5887,grapefruit,orange_juice,110,1806,18,2.2973298624315492
46589,shrimp,tabasco_pepper,1051,1229,117,2.2970286586595012
6621,cabbage,radish,887,162,13,2.2958162442243046
16539,basil,savory,4637,155,65,2.2954474728896606
8392,fish,saffron,1045,127,12,2.2952556032352285
397,citrus,lemon_peel,96,808,7,2.2933081033711127
45254,cumin,lentil,3232,247,72,2.2927295670518233
49532,grape,plum,380,234,8,2.290257377906434
24000,lamb,leek,343,357,11,2.2887372481575228
31716,bay,red_kidney_bean,1319,76,9,2.288170288637305
27916,crab,swiss_cheese,618,703,39,2.288024501166022
49202,chive,tarragon,1343,415,50,2.287391492978941
21588,bean,endive,2204,81,16,2.2864186015992685
19584,chicken_broth,lemongrass,3299,44,13,2.2856932566194255
12395,saffron,shallot,127,616,7,2.284784303367933
3857,radish,tuna,162,483,7,2.2846053644750874
10279,roasted_sesame_seed,yogurt,119,1129,12,2.2830037968315398
27342,corn_flake,peanut_butter,320,1050,30,2.2826391470215452
46969,corn_grit,shrimp,171,1051,16,2.2797359991649015
38699,olive_oil,sumac,9192,11,9,2.2795486893139887
9274,potato,truffle,4214,32,12,2.2793113569288703
22147,corn,popcorn,5533,130,64,2.279171394310711
6871,mozzarella_cheese,pork_sausage,1935,1631,280,2.276286599389085
51377,banana,blueberry,1280,670,76,2.2751484752923874
33557,banana,yogurt,1280,1129,128,2.2746355471610236
29525,barley,bay,257,1319,30,2.273800348354352
40548,pineapple,watermelon,1886,102,17,2.2723352718832737
15726,mandarin,strawberry,335,1251,37,2.271397074656978
7014,pea,tuna,1196,483,51,2.271379248865907
33350,peanut,sesame_oil,414,356,13,2.2704608570889233
24421,melon,raspberry,164,830,12,2.2699227254778895
32033,feta_cheese,grape_juice,659,844,49,2.2692524733168935
36986,cacao,cream,37,11365,37,2.268014468018088
48255,bone_oil,vinegar,10,5695,5,2.2658171478635034
21893,okra,turmeric,98,930,8,2.265597681166694
29267,pork_sausage,provolone_cheese,1631,196,28,2.2634494526284037
27282,milk_fat,pistachio,821,209,15,2.2615010439897016
27980,lobster,mint,107,749,7,2.2606505353809188
11085,raspberry,rhubarb,830,207,15,2.2602139113509288
38904,barley,leek,257,357,8,2.258937879309708
43870,kale,sage,100,1147,10,2.2588179941813147
5873,cayenne,prickly_pear,8036,20,14,2.2579465344311735
41797,corn_grit,smoked_sausage,171,336,5,2.2569714002729673
38674,bay,parsnip,1319,131,15,2.2545319294884747
25970,lime_juice,mint,1451,749,94,2.250855750173328
43110,brown_rice,soybean,435,452,17,2.250493337440032
301,anise,sesame_seed,227,510,10,2.2495325540990025
38351,currant,orange_peel,206,562,10,2.2495152786155046
30410,carrot,celery,3558,4391,1348,2.2484193569894857
51098,lettuce,mandarin,1142,335,33,2.2481488437301893
41263,fennel,romano_cheese,866,308,23,2.2478177286978713
139,rice,smoked_sausage,2766,336,80,2.2460661667907047
3948,beef_broth,tomato_juice,656,248,14,2.2457759988109185
3262,celery_oil,tomato,1064,11633,1064,2.244707038487965
17299,fennel,veal,866,121,9,2.2438573274817744
10693,bay,mussel,1319,53,6,2.2431466072633497
18702,porcini,sage,61,1147,6,2.242288692230104
24092,red_kidney_bean,tabasco_pepper,76,1229,8,2.241060296132201
17956,cucumber,tuna,1597,483,66,2.2400641444635716
25619,macaroni,mozzarella_cheese,3765,1935,623,2.2394889773943083
9754,goat_cheese,shallot,266,616,14,2.2386222616047706
27969,cardamom,ginger,269,2613,60,2.23768712140438
51235,grape_juice,shiitake,844,125,9,2.2370665497426923
29166,chicken_broth,truffle,3299,32,9,2.2364222076126428
28653,lettuce,tuna,1142,483,47,2.2359027621462615
15033,cayenne,red_kidney_bean,8036,76,52,2.2351318566650025
21766,marjoram,oyster,703,184,11,2.2339108276834514
20669,black_bean,lime_juice,527,1451,65,2.233486672774818
2330,bay,leek,1319,357,40,2.2328227239217138
18196,cucumber,sour_milk,1597,59,8,2.232330153863835
38334,lettuce,provolone_cheese,1142,196,19,2.2320961340246988
52199,avocado,radish,800,162,11,2.2319954142027902
39783,chicken_broth,shiitake,3299,125,35,2.2319678572632626
36246,radish,sesame_seed,162,510,7,2.230211292409289
45102,saffron,turmeric,127,930,10,2.2295216246928837
443,pimento,tuna,318,483,13,2.2291895253335183
51697,corn_grit,kidney_bean,171,623,9,2.2273227063508374
32206,green_bell_pepper,kidney_bean,3290,623,173,2.226410436255639
39074,bay,shrimp,1319,1051,117,2.2263556155082216
53014,goat_cheese,leek,266,357,8,2.2245176554232287
31438,oyster,soybean,184,452,7,2.2236004159188276
26202,lima_bean,pork,158,1731,23,2.2227528320307046
52327,fish,roasted_peanut,1045,148,13,2.2222731236032414
19366,marjoram,turkey,703,1050,62,2.221540254387589
5982,shallot,turnip,616,174,9,2.221230518892902
26662,fig,raisin,107,2005,18,2.22045178799832
38713,black_tea,honey,34,2454,7,2.2203832034730264
40852,orange_juice,star_anise,1806,33,5,2.2203688212954207
19464,porcini,thyme,61,3523,18,2.218737919686347
49651,cayenne,cilantro,8036,1981,1333,2.218451751850064
42618,cranberry,orange_juice,1032,1806,156,2.2180405315358294
38560,carrot,veal,3558,121,36,2.2170827289383195
49725,bay,saffron,1319,127,14,2.216549294744084
41666,artichoke,pimento,414,318,11,2.2162861204976108
4413,chicken_broth,saffron,3299,127,35,2.216094508106972
49064,lemon,lime,3090,1000,258,2.2155861403524204
25161,raisin,walnut,2005,2976,498,2.2151735456357318
31135,cranberry,pistachio,1032,209,18,2.2150917641945767
25660,cumin,kidney_bean,3232,623,168,2.214869245279551
33948,apple,cranberry,2522,1032,217,2.214144095278818
13675,bay,carrot,1319,3558,391,2.213432743347002
24107,catfish,corn,89,5533,41,2.2127584583787896
6600,honey,rye_flour,2454,147,30,2.2115983739172935
3913,almond,pistachio,2360,209,41,2.2111291210245723
5223,brown_rice,mushroom,435,4205,152,2.210813121655275
19111,cream_cheese,smoked_salmon,3604,107,32,2.209415653914323
3311,gelatin,lime,1689,1000,140,2.208303431124098
11757,rye_bread,tabasco_pepper,118,1229,12,2.2065741200610316
43969,nectarine,strawberry,58,1251,6,2.2059261525194556
38295,mozzarella_cheese,oregano,1935,4019,643,2.2058019286292674
4971,pork_sausage,sauerkraut,1631,230,31,2.205267497245668
31630,lamb,yogurt,343,1129,32,2.205226095788856
37722,oregano,thyme,4019,3523,1169,2.204355592986361
25362,oatmeal,raspberry,73,830,5,2.2038609747997966
30031,squash,turnip,627,174,9,2.2035309417935007
31249,mango,turmeric,352,930,27,2.2033293085636614
48865,cashew,maple_syrup,204,535,9,2.2031460409007275
2988,cucumber,parsley,1597,5499,724,2.2028959119676204
